243,172,848,171,okay
269,170,843,163,okay
265,173,854,161,okay
270,176,848,163,okay
275,174,852,165,okay
281,170,848,163,okay
282,173,852,164,okay
289,172,848,161,okay
290,173,852,162,okay
291,170,846,162,okay
296,171,848,160,okay
293,168,842,158,okay
300,172,849,159,okay
297,170,842,157,okay
298,174,856,159,okay
297,182,859,160,okay
300,172,848,157,okay
295,171,843,154,okay
297,170,844,155,okay
293,170,842,155,okay
292,170,841,156,okay
296,173,849,156,okay
289,171,846,156,okay
292,172,846,153,okay
293,170,842,156,okay
298,170,842,156,okay
307,173,852,157,okay
310,173,851,153,okay
310,170,841,162,okay
302,171,842,160,okay
307,167,851,156,okay
305,168,841,156,okay
310,171,845,157,okay
306,170,843,160,okay
304,169,841,157,okay
302,169,841,157,okay
297,168,840,155,okay
297,174,852,158,okay
294,169,845,155,okay
295,169,841,148,okay
296,169,841,149,okay
299,171,847,154,okay
301,169,843,143,okay
304,169,841,151,okay
300,171,843,152,okay
309,166,845,153,okay
306,168,842,150,okay
308,168,841,154,okay
308,169,843,150,okay
303,167,852,151,okay
305,170,843,151,okay
304,168,841,151,okay
301,167,849,149,okay
298,170,843,146,okay
304,173,851,150,okay
300,172,847,150,okay
298,169,842,151,okay
300,170,842,147,okay
296,170,841,149,okay
295,167,851,145,okay
291,167,849,150,okay
294,169,838,148,okay
296,169,840,149,okay
298,165,844,147,okay
300,167,853,147,okay
309,167,850,151,okay
306,168,843,145,okay
304,170,84,275,okay
209,221,899,272,okay
193,228,894,263,okay
196,197,882,262,okay
43,214,890,227,okay
195,222,894,275,okay
193,238,914,274,okay
193,176,860,269,okay
198,222,900,282,okay
194,229,895,249,okay
193,218,894,288,okay
192,216,884,283,okay
194,195,878,267,okay
200,226,889,410,okay
180,227,888,263,okay
202,212,882,291,okay
204,293,883,258,okay
202,210,879,256,okay
168,235,897,258,okay
194,199,875,281,okay
196,231,900,262,okay
196,209,883,268,okay
196,209,875,265,okay
169,220,883,267,okay
192,202,871,287,okay
195,197,879,265,okay
208,202,885,266,okay
142,195,873,117,okay
215,210,882,260,okay
192,208,871,279,okay
201,207,884,245,okay
199,196,873,280,okay
175,190,861,257,okay
198,193,871,252,okay
209,230,896,274,okay
205,209,875,253,okay
200,244,881,248,okay
164,201,866,249,okay
190,203,872,247,okay
201,200,869,248,okay
194,182,877,246,okay
196,198,875,225,okay
177,180,859,242,okay
174,217,880,174,okay
195,166,859,256,okay
197,203,871,241,okay
197,201,871,236,okay
193,198,882,237,okay
201,203,868,229,okay
199,203,877,202,okay
200,201,875,205,okay
209,168,854,220,okay
207,228,884,225,okay
201,200,865,215,okay
179,202,871,221,okay
199,226,885,226,okay
193,223,906,240,okay
197,227,898,241,okay
192,198,889,248,okay
196,232,901,253,okay
185,229,903,219,okay
190,200,880,304,okay
190,226,892,272,okay
189,220,890,284,okay
196,229,902,243,okay
172,219,893,247,okay
195,272,866,267,okay
196,213,890,334,okay
198,229,898,290,okay
195,222,900,270,okay
221,210,871,266,okay
188,239,898,266,okay
192,209,881,246,okay
196,214,889,269,okay
194,206,886,266,okay
196,211,882,260,okay
194,212,882,262,okay
190,221,887,278,okay
183,222,895,268,okay
185,222,899,292,okay
190,221,890,296,okay
196,208,879,98,okay
215,203,883,245,okay
192,203,871,250,okay
198,201,871,254,okay
196,221,890,252,okay
197,205,883,280,okay
213,203,874,269,okay
198,205,884,264,okay
207,190,875,265,okay
196,219,880,265,okay
201,197,873,269,okay
196,214,884,262,okay
201,199,873,310,okay
212,209,878,278,okay
213,199,879,299,okay
214,200,868,309,okay
198,210,877,313,okay
198,201,874,330,okay
174,188,864,326,okay
194,197,873,304,okay
192,194,870,302,okay
199,179,862,308,okay
194,210,877,281,okay
197,201,870,302,okay
218,194,875,309,okay
195,214,888,303,okay
197,208,871,310,okay
195,65,844,303,okay
202,212,897,297,okay
195,208,874,276,okay
198,204,874,288,okay
198,208,873,288,okay
194,200,863,286,okay
204,208,867,294,okay
175,207,884,259,okay
200,204,872,291,okay
190,200,863,277,okay
199,194,867,299,okay
192,211,868,288,okay
178,202,871,282,okay
192,197,876,279,okay
206,226,881,284,okay
201,203,878,278,okay
196,239,900,292,okay
197,196,863,266,okay
192,209,870,273,okay
193,208,872,264,okay
192,189,860,277,okay
193,194,865,270,okay
215,187,864,260,okay
201,209,872,256,okay
196,292,876,235,okay
199,214,887,251,okay
194,231,901,268,okay
200,200,873,258,okay
191,228,888,233,okay
216,220,893,291,okay
199,215,886,291,okay
313,194,865,306,okay
198,206,871,315,okay
196,234,893,230,okay
195,212,884,342,okay
192,223,895,422,okay
188,109,877,314,okay
197,174,865,314,okay
186,213,885,238,okay
198,209,877,307,okay
199,188,870,313,okay
201,208,881,302,okay
199,205,882,305,okay
236,210,880,292,okay
174,208,874,295,okay
186,181,866,296,okay
193,204,877,298,okay
192,201,867,289,okay
133,202,869,326,okay
206,207,876,305,okay
213,188,860,293,okay
198,192,866,297,okay
199,204,873,227,okay
62,202,873,282,okay
202,202,868,290,okay
198,201,859,307,okay
201,198,876,251,okay
131,200,866,304,okay
197,199,875,289,okay
209,201,868,331,okay
201,202,875,285,okay
204,198,873,295,okay
199,203,870,300,okay
204,189,871,299,okay
178,206,882,335,okay
204,201,869,300,okay
194,202,873,286,okay
212,193,866,285,okay
179,200,863,272,okay
197,193,863,284,okay
196,208,852,280,okay
200,186,865,279,okay
200,168,843,279,okay
189,204,865,272,okay
193,196,866,287,okay
202,183,868,285,okay
200,197,876,302,okay
240,192,866,272,okay
193,182,860,272,okay
210,195,870,290,okay
200,193,859,300,okay
94,210,873,290,okay
207,169,850,298,okay
212,208,868,293,okay
218,182,868,317,okay
243,202,868,296,okay
199,203,872,286,okay
200,177,865,285,okay
196,219,883,290,okay
258,226,894,270,okay
209,220,894,313,okay
199,216,880,275,okay
200,223,892,264,okay
201,222,894,285,okay
189,222,893,285,okay
199,204,878,293,okay
193,188,870,272,okay
207,216,882,178,okay
201,216,874,276,okay
154,214,886,241,okay
163,197,877,272,okay
199,216,883,271,okay
178,210,880,236,okay
200,269,873,269,okay
222,228,898,302,okay
202,216,881,261,okay
202,206,887,273,okay
186,223,897,256,okay
190,210,890,249,okay
206,209,878,271,okay
216,211,888,273,okay
220,214,898,248,okay
200,212,885,236,okay
158,218,886,216,okay
200,217,889,245,okay
241,206,881,251,okay
198,224,884,231,okay
195,208,873,251,okay
205,213,885,241,okay
212,204,880,227,okay
198,206,879,230,okay
205,192,867,234,okay
197,206,883,234,okay
198,189,874,252,okay
200,189,867,228,okay
189,209,877,239,okay
195,206,885,241,okay
211,205,877,250,okay
207,199,868,236,okay
200,219,883,225,okay
196,232,883,238,okay
165,200,861,219,okay
190,196,869,236,okay
171,196,866,249,okay
200,193,862,224,okay
217,196,869,227,okay
201,195,867,237,okay
175,219,879,186,okay
201,166,854,226,okay
214,195,865,221,okay
228,208,865,228,okay
216,228,882,220,okay
157,208,862,233,okay
184,187,863,221,okay
195,185,854,242,okay
207,184,854,219,okay
201,187,864,227,okay
184,192,857,194,okay
211,183,864,247,okay
205,286,876,226,okay
203,186,858,221,okay
200,192,852,223,okay
215,236,888,227,okay
206,235,884,222,okay
188,210,876,217,okay
202,213,892,219,okay
190,229,902,220,okay
213,227,890,211,okay
206,221,891,195,okay
201,221,897,226,okay
203,220,888,213,okay
184,178,858,214,okay
199,195,876,212,okay
197,217,882,210,okay
207,226,895,222,okay
212,215,889,157,okay
192,217,883,195,okay
214,219,887,203,okay
194,182,885,202,okay
205,209,876,207,okay
203,211,881,192,okay
212,211,887,200,okay
168,208,872,200,okay
187,228,890,203,okay
204,169,847,196,okay
215,209,877,176,okay
308,222,893,351,okay
202,205,881,203,okay
188,206,878,214,okay
190,202,868,219,okay
207,182,868,298,okay
198,290,871,220,okay
204,199,877,206,okay
198,198,878,230,okay
198,198,875,222,okay
207,197,876,236,okay
197,196,869,214,okay
185,204,881,229,okay
214,206,873,224,okay
196,190,868,239,okay
197,211,874,229,okay
167,198,883,229,okay
202,198,877,221,okay
202,208,870,225,okay
192,125,876,234,okay
197,193,866,222,okay
198,198,872,245,okay
214,204,880,218,okay
203,244,901,217,okay
217,200,871,244,okay
200,200,865,256,okay
200,206,883,190,okay
199,219,883,216,okay
203,198,875,248,okay
210,204,873,202,okay
200,200,866,208,okay
199,201,871,234,okay
200,200,867,250,okay
200,182,872,228,okay
179,201,862,226,okay
195,192,864,262,okay
204,202,870,223,okay
198,192,863,224,okay
211,197,869,187,okay
197,192,862,220,okay
200,200,867,213,okay
197,243,887,222,okay
226,168,850,221,okay
200,196,866,217,okay
200,189,866,202,okay
209,192,861,241,okay
201,190,868,216,okay
198,188,860,216,okay
219,192,866,212,okay
235,191,872,364,okay
183,189,874,234,okay
185,190,860,224,okay
204,188,861,260,okay
205,183,874,233,okay
197,191,872,234,okay
181,212,869,216,okay
195,177,857,232,okay
200,192,859,225,okay
193,239,899,239,okay
201,222,900,231,okay
184,221,897,228,okay
195,224,884,239,okay
189,252,906,237,okay
197,228,896,231,okay
195,217,887,229,okay
201,204,881,225,okay
212,214,893,253,okay
204,214,891,216,okay
200,222,894,252,okay
201,200,871,227,okay
227,209,885,225,okay
176,221,890,229,okay
197,211,878,222,okay
212,203,868,237,okay
190,212,883,256,okay
195,204,879,216,okay
183,208,865,218,okay
193,203,875,258,okay
183,204,875,181,okay
195,226,892,216,okay
202,200,868,198,okay
186,175,866,204,okay
204,200,866,214,okay
186,214,880,204,okay
212,200,866,194,okay
174,209,875,201,okay
197,234,882,191,okay
204,200,869,226,okay
193,180,865,209,okay
188,193,868,208,okay
195,197,869,208,okay
192,193,864,206,okay
205,200,864,180,okay
214,229,890,219,okay
185,205,875,231,okay
187,195,865,197,okay
204,195,869,181,okay
158,107,856,209,okay
199,174,866,206,okay
192,197,869,251,okay
186,195,867,245,okay
193,194,867,203,okay
194,166,857,192,okay
197,222,880,202,okay
197,199,877,203,okay
225,199,886,203,okay
199,196,870,200,okay
225,185,863,204,okay
201,185,858,208,okay
187,166,852,222,okay
192,219,877,256,okay
351,194,864,217,okay
213,192,868,253,okay
199,211,873,258,okay
190,181,871,237,okay
189,200,867,271,okay
196,207,885,267,okay
228,183,867,288,okay
199,201,865,279,okay
204,182,869,283,okay
196,205,871,284,okay
197,198,870,297,okay
205,188,867,282,okay
195,163,848,275,okay
212,192,867,284,okay
200,194,864,256,okay
193,194,863,269,okay
194,193,864,268,okay
239,192,859,262,okay
197,180,856,272,okay
198,192,865,240,okay
214,204,879,260,okay
183,169,844,261,okay
200,189,870,258,okay
245,190,868,256,okay
198,204,871,268,okay
